zcta,year,population_est,population_moe,median_age_est,median_age_moe,housing_units_est,housing_units_moe,households_est,households_moe,bachelors_or_higher_pct,bachelors_or_higher_pct_moe,median_household_income_est,median_household_income_moe,unemployment_rate_pct,unemployment_rate_pct_moe,below_poverty_pct,below_poverty_pct_moe,median_home_value_est,median_home_value_moe,median_gross_rent_est,median_gross_rent_moe
89019,2022,2312,618,57.1,3.1,1653,295,1150,331,24.0,14.5,51806,44619,15.4,12.2,8.0,7.1,249400,54781,769,104
89019,2023,2355,489,55.1,7.3,1755,306,1198,315,21.4,13.9,50106,25129,17.6,9.2,5.7,5.3,221700,85011,916,155
89019,2024,2614,545,53.8,10.6,1746,309,1222,307,26.7,12.8,45054,26804,16.1,11.0,12.2,4.4,234700,73402,809,74
89020,2011,1134,325,40.8,15.7,497,92,441,83,,,25029,7524,,,45.1,17.9,103300,44845,418,104
89020,2012,1077,271,40.7,18.2,503,101,429,95,,,25987,9745,,,41.4,17.1,107000,29280,421,51
89020,2013,1240,328,28.4,7.1,509,114,407,109,,,28185,12453,,,37.7,16.4,80000,72354,422,83
89020,2014,1135,348,29.0,10.1,421,82,329,86,,,35605,17022,,,31.0,16.2,103200,56059,405,98
89020,2015,1340,437,26.4,3.4,460,118,344,101,,,51696,14406,3.6,4.8,19.6,14.3,96300,78068,429,99
89020,2016,1453,474,26.1,8.1,573,116,387,110,,,51461,3581,5.1,6.7,17.6,15.0,87200,44367,633,317
89020,2017,1591,405,23.0,10.7,571,122,415,101,6.8,5.0,53508,9374,4.4,5.5,27.3,22.1,87300,84554,614,309
89020,2018,1407,419,29.4,13.4,527,133,422,107,8.2,6.3,42778,25076,5.1,6.9,35.4,23.2,85000,17267,630,195
89020,2019,1435,438,23.7,15.8,523,120,412,100,8.8,6.3,54167,20426,1.5,3.3,35.3,23.6,125000,58410,704,73
89020,2020,1375,566,41.4,21.9,581,212,496,213,13.6,12.8,36731,25848,0.0,7.7,36.7,23.8,115900,40833,527,9
89020,2021,1696,597,38.1,17.8,692,288,644,276,11.8,11.1,31948,12678,0.0,6.6,39.2,21.6,118600,40629,528,10
89020,2022,1608,666,56.2,17.2,718,309,667,307,11.8,11.3,34635,23878,0.2,0.6,28.5,16.1,119600,45612,583,83
89020,2023,1854,600,34.7,18.2,765,298,715,288,15.5,13.7,50266,26471,7.8,9.2,30.7,16.5,93200,80642,642,206
89020,2024,1835,627,44.9,23.4,916,366,762,336,14.0,11.6,36953,23693,1.3,2.7,29.7,16.1,,,632,148
89021,2011,2964,563,30.6,2.8,1043,141,901,144,,,74271,25930,,,6.0,6.0,299800,49050,1294,743
89021,2012,3037,621,30.5,3.6,1086,143,937,153,,,71950,27757,,,4.0,4.2,275600,29186,1185,532
89021,2013,3429,604,33.0,4.3,1238,147,1084,138,,,70317,16456,,,8.3,5.8,230700,20675,944,288
89021,2014,3387,735,36.5,11.0,1235,180,1036,186,,,73364,8963,,,4.0,3.3,219200,21784,1005,224
89021,2015,3757,637,31.9,5.4,1175,148,1025,140,,,86434,18807,10.4,5.7,4.1,2.9,220100,19538,1078,196
89021,2016,3322,707,33.5,7.2,1126,159,929,156,,,86536,16062,7.2,5.8,2.3,1.9,214700,23079,1089,128
89021,2017,3591,672,35.8,6.8,1207,164,1018,144,19.4,5.6,78966,12451,6.0,5.1,3.0,2.3,223600,20815,1028,291
89021,2018,3400,594,32.6,6.1,1176,140,971,147,19.8,5.3,90719,14470,2.4,3.7,5.0,4.4,243300,25216,1032,247
89021,2019,3534,713,31.0,5.4,1192,168,971,158,19.2,5.0,84176,12186,0.0,2.6,4.4,4.1,255100,24724,1040,151
89021,2020,3136,674,32.8,5.7,1192,190,979,188,17.4,6.1,80083,24290,1.6,2.5,6.5,6.2,297100,45340,1010,240
89021,2021,3214,608,30.8,4.5,1094,174,946,157,16.4,5.8,78750,33578,3.9,3.5,5.9,4.9,334400,57659,1016,285
89021,2022,2815,580,30.1,1.4,965,165,825,155,16.9,6.2,107721,24363,4.8,4.0,6.2,7.2,398500,45400,985,205
89021,2023,3079,684,30.5,2.7,995,172,885,163,18.1,6.2,115270,22542,5.9,4.2,2.7,2.7,438100,41894,946,114
89021,2024,3543,714,30.0,3.3,1075,158,936,156,18.2,6.7,126944,22053,5.5,4.3,2.9,2.9,437700,38977,897,630
89022,2011,91,74,67.1,1.4,163,61,48,39,,,29569,128511,,,0.0,35.2,317200,339965,,
89022,2012,121,63,65.4,11.8,174,50,61,30,,,70625,73934,,,0.0,27.5,131600,242534,,
89022,2013,127,75,65.7,6.0,144,56,68,40,,,44250,64711,,,0.0,26.5,92500,189701,,
89022,2014,92,78,62.0,16.8,138,51,50,41,,,32353,36610,,,0.0,32.2,54300,249612,,
89022,2015,56,54,51.9,38.0,120,43,33,30,,,,,0.0,57.1,0.0,41.1,38800,22746,,
89022,2016,53,48,65.1,35.7,118,43,31,26,,,,,0.0,60.4,0.0,42.3,38600,23944,,
89022,2017,9,13,,,87,42,9,13,0.0,100.0,,,,,0.0,100.0,,,,
89022,2018,0,12,,,92,37,0,12,,,,,,,,,,,,
89022,2019,0,13,,,111,42,0,13,,,,,,,,,,,,
89022,2020,0,13,,,97,41,0,13,,,,,,,,,,,,
89022,2021,0,13,,,46,43,0,13,,,,,,,,,,,,
89022,2022,0,14,,,28,31,0,14,,,,,,,,,,,,
89022,2023,0,14,0.0,,25,21,0,14,0.0,,0,,0.0,,0.0,,0,,,
89022,2024,0,14,,,79,102,0,14,,,,,,,,,,,,
89025,2011,864,238,37.6,7.8,417,75,343,89,,,34726,34824,,,10.7,6.5,213900,69351,408,125
89025,2012,1011,231,34.6,4.2,445,68,389,81,,,33016,5119,,,13.0,7.0,143400,50780,507,97
89025,2013,1332,305,32.6,3.2,479,68,416,75,,,36908,18140,,,14.9,9.5,151700,45809,496,91
89025,2014,1311,281,31.7,2.5,456,57,382,66,,,60250,49054,,,12.9,9.1,142900,21497,538,321
89025,2015,1441,336,31.3,2.2,449,51,358,65,,,62105,16369,20.2,12.2,13.5,8.8,107400,35859,642,331
89025,2016,1589,336,30.6,4.4,479,36,387,57,,,63839,14015,15.2,8.7,12.0,7.8,122500,68123,639,272
89025,2017,1502,335,30.4,3.5,493,54,373,76,13.3,7.0,53125,19331,15.8,9.4,13.6,8.6,151400,61398,624,16
89025,2018,1171,260,31.4,4.4,475,59,338,64,8.9,6.7,62500,21480,9.2,7.1,9.1,4.6,117200,81408,665,26
89025,2019,1203,248,31.7,6.4,500,62,367,73,5.7,5.3,62614,18659,7.1,7.3,10.0,4.4,152100,30337,665,13
89025,2020,998,257,41.6,12.7,546,92,369,92,6.9,5.6,49291,17459,4.8,4.6,19.8,9.0,200000,55380,669,16
89025,2021,867,179,47.1,14.7,517,73,359,71,6.0,4.6,51549,10755,5.2,4.4,16.8,9.4,231500,107010,713,33
89025,2022,1032,272,41.8,13.8,523,81,386,85,5.4,4.7,65595,27022,4.3,3.7,12.7,7.3,287500,52044,755,71
89025,2023,1060,235,54.5,5.0,542,90,415,80,10.1,5.9,55927,21870,3.9,4.3,18.6,10.3,308100,40513,815,185
89025,2024,1044,222,53.3,9.4,545,85,413,79,9.4,7.6,59777,58162,4.1,4.6,16.5,10.3,316800,44625,821,121
89026,2011,361,126,30.0,8.0,0,101,0,101,,,,,,,,,,,,
89026,2012,573,167,31.4,2.6,0,13,0,13,,,,,,,,,,,,
89026,2013,383,106,37.3,8.1,0,13,0,13,,,,,,,,,,,,
89026,2014,217,63,33.1,8.8,0,13,0,13,,,,,,,,,,,,
89026,2015,0,12,,,0,12,0,12,,,,,,,,,,,,
89026,2016,0,12,,,0,12,0,12,,,,,,,,,,,,
89026,2017,0,12,,,0,12,0,12,,,,,,,,,,,,
89026,2018,0,12,,,0,12,0,12,,,,,,,,,,,,
89026,2019,0,13,,,0,13,0,13,,,,,,,,,,,,
89026,2020,0,13,,,0,13,0,13,,,,,,,,,,,,
89026,2021,0,13,,,0,13,0,13,,,,,,,,,,,,
89026,2022,39,8,44.4,0.4,0,14,0,14,0.0,54.3,,,,,,,,,,
89026,2023,56,8,41.0,10.8,0,14,0,14,0.0,46.6,0,,0.0,,0.0,,0,,,
89026,2024,97,12,35.7,7.2,0,14,0,14,0.0,35.0,,,,,,,,,,
89027,2011,14943,56,50.9,2.5,8912,383,6225,308,,,44587,3579,,,12.8,3.6,215400,11903,890,43
89027,2012,15366,80,50.8,2.7,9140,320,6327,324,,,43483,3192,,,15.0,3.6,199200,12345,888,36
89027,2013,15691,66,51.3,1.6,9242,395,6464,284,,,44579,3532,,,15.0,3.1,195900,11575,864,34
89027,2014,16072,60,53.0,2.9,9525,424,6800,362,,,45066,3454,,,14.0,2.8,187400,8817,827,28
89027,2015,16533,52,54.0,2.6,9417,350,6978,287,,,44103,3208,10.4,2.5,14.3,2.9,185700,6874,799,39
89027,2016,16953,41,55.8,3.0,9684,402,7379,318,,,44498,3453,8.9,2.1,14.0,2.6,193200,5626,805,31
89027,2017,17467,47,58.5,2.0,9838,317,7729,269,21.6,2.3,47642,2598,8.1,2.3,11.4,2.1,204400,8523,816,39
89027,2018,17904,56,60.2,1.8,9856,362,7889,302,23.7,2.7,50597,2878,7.6,2.3,8.9,1.8,216000,7333,849,32
89027,2019,18446,35,60.2,1.5,10104,332,8042,250,23.3,2.0,55542,3174,7.6,2.0,8.4,1.9,236700,8846,879,34
89027,2020,19087,56,59.8,2.4,10489,426,8182,332,23.6,2.9,59206,4121,6.6,2.2,7.7,2.0,257100,12485,930,38
89027,2021,17588,446,54.2,2.2,9310,420,7172,349,21.2,3.0,61019,3293,6.5,2.0,9.0,2.6,258300,10656,965,30
89027,2022,18012,442,57.3,3.7,9760,413,7602,346,22.0,2.6,65267,4560,7.1,2.0,10.9,3.0,301700,15933,1075,39
89027,2023,18398,462,58.1,3.3,9972,416,7918,383,21.7,2.4,71176,5173,5.3,1.9,11.5,2.8,343300,16481,1106,41
89027,2024,18967,433,59.9,2.5,10449,432,8318,371,21.8,2.5,71574,3292,5.0,1.8,11.6,2.8,362400,11328,1174,47
89029,2011,7226,723,53.9,4.9,4688,197,3434,262,,,38217,3204,,,15.6,4.9,203600,21877,834,43
89029,2012,7169,671,54.6,3.8,4884,195,3451,255,,,38645,3696,,,20.8,5.5,164500,13505,769,30
89029,2013,7990,666,53.6,4.5,5107,122,3758,232,,,36536,2002,,,24.0,4.3,153000,16595,744,36
89029,2014,7819,568,55.8,4.2,5170,193,3722,246,,,35992,2335,,,24.0,4.6,134800,11787,697,30
89029,2015,7855,592,57.7,3.8,5455,131,3810,224,,,33460,3886,16.6,4.1,22.7,4.2,140900,14012,670,30
89029,2016,7823,637,59.7,2.6,5681,135,4011,246,,,33185,2448,15.1,4.5,18.5,4.0,140600,10014,683,34
89029,2017,7973,578,60.6,2.5,5788,153,4020,237,13.9,2.1,33031,2464,13.6,4.7,18.1,4.2,147600,10728,691,31
89029,2018,7707,621,62.0,2.3,5856,128,3946,272,13.4,1.9,34195,2512,16.2,4.4,14.9,3.5,152100,9947,716,37
89029,2019,8167,643,61.6,2.6,6021,118,4203,248,13.8,2.0,36551,3016,12.8,3.6,15.7,3.5,161200,9919,751,27
89029,2020,8301,891,63.0,3.0,5940,333,4438,389,15.3,2.5,37422,3090,11.3,4.3,18.9,5.5,171600,16331,774,29
89029,2021,8482,716,61.0,2.6,5738,267,4286,271,16.4,2.9,42719,2479,12.0,4.4,18.6,4.9,184300,18510,840,18
89029,2022,8477,681,61.0,2.8,5764,250,4410,311,18.0,3.0,44885,3419,11.6,4.0,19.2,6.0,229100,31698,930,31
89029,2023,8954,684,58.2,2.4,5658,269,4530,327,19.0,3.4,45907,4347,8.2,3.9,20.6,4.9,258800,22770,992,36
89029,2024,9132,725,58.5,2.8,5606,248,4495,320,18.6,3.0,46294,3754,7.1,3.2,21.5,5.2,290400,31049,1112,46
89030,2011,51507,1612,26.8,0.9,15754,324,13644,432,,,32847,1845,,,31.9,2.9,115000,7885,859,27
89030,2012,51857,1892,27.0,1.0,15929,325,13536,385,,,31382,1813,,,36.6,3.4,89100,6012,842,26
89030,2013,48407,1714,28.2,1.1,15555,324,12934,351,,,29964,1775,,,36.9,3.2,74600,4044,794,23
89030,2014,47727,1558,29.0,1.0,15719,313,12968,379,,,28762,1669,,,37.7,2.8,71400,4596,781,17
89030,2015,48009,1661,29.3,1.0,15757,339,13201,355,,,28486,1605,15.3,1.8,38.0,3.2,75400,4659,771,17
89030,2016,47895,1659,29.8,1.1,15760,233,13122,348,,,30348,1407,13.0,1.8,35.6,2.9,79800,3746,789,17
89030,2017,48944,1626,29.8,1.4,15714,303,13374,317,3.5,0.6,32533,1848,11.8,1.5,32.7,2.5,94200,5890,820,22
89030,2018,48382,1729,30.0,1.2,16007,292,13742,345,3.8,0.8,35028,1848,9.3,1.2,31.8,2.6,113200,6087,851,23
89030,2019,50417,1545,29.5,1.4,16029,283,14173,358,4.0,0.7,36275,1682,8.6,1.2,30.7,2.7,134300,10527,878,22
89030,2020,50313,2537,29.6,1.2,15994,614,14464,590,4.5,0.8,36993,2393,7.9,1.7,29.4,3.0,160000,9336,880,20
89030,2021,53763,2397,29.8,1.1,16904,611,15547,625,4.7,1.0,41049,2965,9.1,1.5,28.4,2.9,181900,8652,958,23
89030,2022,52370,2244,29.8,1.0,16925,627,15445,650,5.4,1.1,42794,3545,10.0,2.0,27.5,3.4,222000,7031,1045,35
89030,2023,52545,2226,30.3,1.1,16632,654,15335,700,5.4,1.0,46204,3629,9.4,1.9,26.1,3.0,237300,8443,1139,29
89030,2024,51341,2230,30.4,1.0,16442,674,15123,688,5.3,0.9,47937,3829,9.8,1.5,26.1,3.4,271600,12830,1189,33
89031,2011,60611,1913,31.0,0.9,21182,421,18707,552,,,66783,2914,,,7.1,2.2,201900,9635,1428,45
89031,2012,60297,1825,33.1,0.9,21506,462,18990,456,,,64326,1674,,,9.1,1.9,158600,4467,1416,33
89031,2013,62455,2125,32.7,1.3,21353,495,19203,551,,,62811,2654,,,9.5,1.5,139500,5129,1396,30
89031,2014,63260,1989,33.8,1.0,21502,425,19604,461,,,60644,3011,,,10.5,1.7,136800,4561,1355,30
89031,2015,64876,1765,33.7,1.1,21587,434,19770,508,,,59668,3228,11.0,1.4,10.3,1.7,146500,5213,1322,28
89031,2016,66586,1825,33.3,0.9,21687,405,19905,492,,,61252,2243,9.7,1.4,9.0,1.5,161300,2772,1326,24
89031,2017,66830,1840,34.1,1.0,21770,381,20092,404,17.7,1.4,63004,3253,9.4,1.2,8.6,1.4,180100,5245,1338,24
89031,2018,68201,1865,33.9,0.9,22193,433,20812,522,18.7,1.2,64278,2604,7.6,1.3,8.7,1.4,206400,4864,1356,23
89031,2019,67750,1711,34.2,1.2,22111,423,20696,420,18.8,1.5,66170,2412,7.1,1.1,8.1,1.3,233100,3972,1405,29
89031,2020,69016,2835,34.6,1.1,22641,790,21618,868,19.0,1.7,68888,3861,7.3,1.1,7.1,1.4,257000,5879,1437,45
89031,2021,72377,2796,35.3,1.3,23909,894,22927,888,18.9,1.6,70876,4311,7.3,1.2,8.3,1.5,279700,4203,1544,52
89031,2022,74005,2990,35.6,1.1,24527,794,23430,845,19.8,1.8,79726,4068,7.1,1.1,7.9,1.5,341700,5145,1708,42
89031,2023,75097,2884,36.6,1.0,25182,893,23895,925,19.5,1.9,85801,3991,7.4,1.2,8.2,1.5,373500,6808,1831,58
89031,2024,77305,2999,36.1,1.4,25816,872,24708,868,19.4,1.6,87297,4513,7.3,1.0,9.0,1.7,407300,8536,1950,85
89032,2011,40168,1832,31.5,1.4,14368,481,12709,459,,,55134,3540,,,10.6,2.3,183500,14316,1166,49
89032,2012,41233,2065,30.6,1.1,14993,385,12877,425,,,52331,2037,,,11.5,2.2,146900,6612,1149,35
89032,2013,43918,2495,30.2,0.8,15213,430,13290,529,,,51734,2306,,,13.0,2.3,124600,5364,1118,34
89032,2014,43896,1946,30.5,1.1,15266,369,13579,457,,,52110,2011,,,13.1,2.5,124000,5566,1131,33
89032,2015,44699,1384,31.6,1.3,15213,349,13642,420,,,52306,2020,10.2,1.7,13.2,2.3,129800,6504,1114,33
89032,2016,43967,1732,32.2,0.9,14841,338,13404,409,,,55204,2284,8.7,1.7,13.6,2.0,146400,6919,1127,36
89032,2017,44155,1658,34.0,1.7,14684,415,13594,391,14.1,1.6,56978,2357,8.2,1.5,12.2,2.1,164400,4401,1131,27
89032,2018,44034,1412,35.3,1.8,14942,382,13966,361,14.0,1.6,59427,3268,5.9,1.0,10.6,1.9,186700,5933,1168,28
89032,2019,44200,1798,36.1,1.9,14900,419,13957,450,14.6,1.8,60294,3943,5.4,1.0,9.8,2.1,212300,6129,1211,36
89032,2020,46495,2121,34.7,1.1,15284,660,14323,688,14.4,2.1,60995,3541,9.3,2.6,9.2,2.0,246700,7412,1296,42
89032,2021,47881,2472,34.5,1.1,16231,790,15383,799,15.3,2.0,64659,4139,10.2,2.9,10.0,1.7,264100,5610,1333,36
89032,2022,48711,2706,34.2,1.3,16377,693,15425,723,15.7,2.2,71262,3354,10.0,2.8,9.4,1.9,309200,11370,1499,65
89032,2023,48055,2434,34.4,1.4,16514,736,15496,739,16.5,2.0,74661,4560,10.0,2.7,10.7,1.8,346500,7125,1646,43
89032,2024,49473,2652,34.8,1.3,17028,762,15913,790,16.7,2.1,76127,3535,11.5,3.0,11.0,2.0,371400,6905,1746,38
89034,2021,2431,440,70.3,0.9,1637,261,1350,252,40.0,8.6,77810,3964,10.3,12.1,2.1,1.6,374100,31043,1647,157
89034,2022,2647,438,70.5,0.9,1791,259,1446,248,37.7,8.2,86453,3766,14.1,10.5,2.6,1.4,453100,37350,1805,84
89034,2023,2916,452,70.5,0.8,1933,285,1587,265,34.8,7.1,88620,4830,14.4,18.9,4.7,3.0,478900,35924,1831,224
89034,2024,3092,432,70.7,0.7,1989,273,1698,229,33.2,6.2,91016,4769,16.6,19.3,4.5,2.9,481800,31124,1934,342
89039,2011,170,78,66.2,8.0,127,55,107,44,,,26917,11237,,,17.1,13.7,112500,119708,,
89039,2012,165,67,66.9,3.0,110,42,110,42,,,23750,9496,,,21.2,13.1,75000,55647,,
89039,2013,144,59,71.1,9.6,129,49,110,47,,,21000,6092,,,5.6,9.1,72700,38859,,
89039,2014,138,57,73.4,1.7,120,45,102,42,,,24091,6584,,,0.0,23.5,69700,14759,,
89039,2015,149,57,72.6,2.2,153,43,105,39,,,24792,6866,0.0,59.2,0.0,20.8,67800,13567,,
89039,2016,143,45,71.0,1.9,166,37,102,29,,,23571,7525,0.0,65.6,17.5,15.2,75000,26422,,
89039,2017,134,52,71.1,1.9,174,38,96,32,10.4,9.9,26389,12729,0.0,82.3,18.7,15.7,110000,53334,,
89039,2018,140,44,70.7,1.2,169,42,101,30,8.6,9.2,27917,16007,0.0,82.3,17.9,15.4,85000,49383,633,360
89039,2019,149,46,70.7,1.1,186,43,106,32,8.1,8.5,32813,18928,0.0,71.2,16.8,14.5,78600,67798,681,126
89039,2020,222,81,71.2,4.6,225,61,135,45,14.8,15.3,37625,28586,36.7,45.0,37.4,17.4,73500,25575,679,156
89039,2021,231,84,71.4,6.3,215,65,138,43,13.6,13.1,41111,11015,34.5,44.8,23.8,16.3,72200,26764,710,158
89039,2022,324,119,67.9,6.5,245,71,178,52,11.9,10.8,43409,11124,28.2,37.5,30.6,16.9,80000,37532,788,71
89039,2023,326,108,67.7,7.9,231,61,174,46,18.6,13.4,50667,18655,35.5,44.1,33.7,20.1,127800,90688,835,176
89039,2024,327,148,66.9,8.9,221,76,175,65,13.9,12.5,48083,42522,84.6,58.2,57.8,22.3,140400,76040,587,247
89040,2011,3982,684,42.6,7.3,1791,149,1429,167,,,49650,13521,,,10.8,5.7,208200,49323,468,310
89040,2012,3901,658,40.4,5.8,1758,145,1322,173,,,47750,12441,,,10.9,5.2,171000,53515,586,294
89040,2013,3521,658,40.2,5.8,1680,129,1194,173,,,40147,10560,,,9.7,4.7,155000,27133,643,195
89040,2014,3535,555,42.5,7.2,1841,132,1226,143,,,47813,9641,,,7.4,3.8,157300,32977,763,75
89040,2015,3373,614,42.5,5.9,1857,131,1196,166,,,52982,5741,10.2,5.3,8.0,3.9,146600,20139,821,235
89040,2016,3334,626,47.1,6.3,1970,143,1247,164,,,53029,6973,6.7,4.4,8.0,5.1,141900,31930,875,185
89040,2017,3394,489,46.8,7.3,1940,136,1285,133,18.3,6.6,56823,11863,7.3,5.1,7.7,4.1,134700,27718,798,276
89040,2018,3632,575,47.7,6.3,2000,135,1401,154,14.7,5.0,63089,10167,8.5,4.9,8.5,3.0,133300,37936,882,297
89040,2019,3886,566,44.5,6.7,1897,111,1440,136,17.6,5.5,63289,10049,8.7,5.3,10.5,3.5,158700,10138,768,223
89040,2020,3868,705,47.1,4.1,1939,197,1532,195,21.4,5.9,65875,15648,9.2,7.3,11.6,3.6,149000,20942,821,175
89040,2021,4382,493,39.1,6.0,1902,143,1555,152,19.0,5.8,68924,9306,18.1,3.6,10.6,3.6,153400,19893,991,199
89040,2022,4493,481,38.7,6.7,1966,185,1616,179,20.0,4.8,76702,5985,17.0,3.2,8.9,3.3,200400,70521,1084,121
89040,2023,3842,505,42.2,5.4,1828,170,1482,171,16.9,5.4,75714,11449,3.6,2.6,10.5,3.9,282400,41976,1076,255
89040,2024,3309,553,46.5,6.5,1707,173,1342,171,17.7,6.7,78357,12913,2.6,2.6,9.2,3.7,277300,33478,1196,273
89042,2011,1169,349,28.9,18.6,431,88,344,82,,,29957,27255,,,17.5,14.6,109700,30859,531,139
89042,2012,1364,312,31.1,6.1,532,97,449,90,,,42321,13432,,,16.7,13.6,109600,15246,542,59
89042,2013,1581,336,31.3,4.1,657,114,544,111,,,42378,9131,,,13.7,10.4,107900,29601,588,70
89042,2014,1507,353,31.6,6.0,666,122,554,113,,,39741,12820,,,13.9,9.5,101100,52268,578,52
89042,2015,1272,330,34.6,8.8,653,117,535,121,,,46520,5771,16.8,13.7,9.4,8.3,109400,32360,590,97
89042,2016,1223,289,35.2,9.8,597,129,514,123,,,49444,8026,14.4,14.8,6.7,7.3,,,581,94
89042,2017,1231,286,38.7,8.2,606,127,527,136,29.3,13.8,53949,15844,17.3,15.8,4.7,6.2,113500,95726,656,280
89042,2018,990,264,44.8,10.4,576,147,470,143,20.1,11.2,63061,16635,13.9,20.7,3.7,5.8,136200,29230,488,366
89042,2019,1247,260,36.3,10.8,555,127,443,110,19.5,9.9,68319,12465,11.2,17.8,4.9,6.9,141500,76656,,
89042,2020,1146,278,34.2,7.5,484,115,384,101,26.3,14.4,78750,30608,0.0,8.3,4.1,6.3,169000,99774,,
89042,2021,1078,306,31.6,7.7,429,85,328,80,23.6,12.2,82738,26582,0.0,8.7,4.3,6.6,209800,71869,814,160
89042,2022,1070,348,34.3,11.7,421,105,357,102,25.4,13.7,68490,29112,0.0,11.2,5.5,7.3,246200,72752,907,239
89042,2023,1334,394,31.4,10.3,463,131,411,131,31.3,15.4,70568,41539,0.0,9.8,5.4,6.9,280600,59288,902,269
89042,2024,1015,273,32.7,35.7,514,155,451,144,36.3,16.9,64083,18249,0.0,11.3,1.4,2.5,263300,40841,920,164
89043,2011,1192,319,35.8,5.3,812,135,431,105,,,36625,16013,,,7.5,7.0,159200,47729,1574,2466
89043,2012,1229,300,43.9,14.0,799,108,492,104,,,39342,15523,,,8.8,8.1,154600,29245,1583,2428
89043,2013,1326,382,35.8,7.7,732,123,428,128,,,43676,23828,,,20.4,17.0,163300,58627,,
89043,2014,1203,311,45.2,7.2,772,162,384,113,,,45833,15323,,,28.4,20.9,165600,23514,,
89043,2015,1193,257,45.4,5.3,718,147,365,102,,,40417,31078,6.1,7.4,29.7,25.8,161000,18214,,
89043,2016,1473,442,45.6,7.0,721,135,425,113,,,44135,24855,2.1,4.1,23.7,23.1,171700,20405,,
89043,2017,1441,417,45.0,13.9,758,152,412,123,13.2,9.9,33981,26969,0.0,9.9,28.8,28.6,175800,23255,,
89043,2018,1317,354,50.4,11.5,794,152,468,128,12.7,9.5,49583,14067,9.3,15.5,0.0,4.1,175700,23996,575,101
89043,2019,1478,261,47.4,6.9,768,145,516,136,16.4,7.8,54643,8735,6.4,9.7,0.0,3.8,169100,24289,571,69
89043,2020,1493,278,46.2,7.5,799,172,489,146,15.3,7.4,62621,6020,6.5,10.3,0.0,4.2,158900,50469,627,91
89043,2021,1219,284,46.6,9.3,662,171,389,142,14.8,8.9,62481,6651,14.5,15.2,8.6,4.0,191000,89044,,
89043,2022,1162,252,46.0,9.7,629,124,352,112,9.5,6.0,73882,14818,14.4,15.2,10.0,4.4,171700,68574,,
89043,2023,1272,339,48.7,14.0,645,157,380,146,14.1,9.2,76167,15756,6.7,4.8,10.4,5.5,205600,34876,,
89043,2024,1083,265,57.7,16.9,673,153,374,140,14.6,8.8,88938,20361,7.2,7.0,13.2,11.7,220000,113780,,
89044,2011,13705,800,52.9,3.3,6698,226,6071,258,,,73371,4961,,,5.1,2.4,306600,19128,1652,109
89044,2012,14989,836,53.8,3.8,7225,263,6589,283,,,71880,5648,,,4.6,1.6,266600,11746,1598,188
89044,2013,16249,940,54.7,2.1,7646,301,7003,333,,,72573,6963,,,5.2,1.9,257700,12015,1500,124
89044,2014,16720,807,52.5,3.2,8076,266,7273,272,,,73263,5597,,,4.9,1.7,253900,14303,1480,89
89044,2015,17762,904,52.6,3.3,8674,235,7811,307,,,73005,7102,7.5,3.2,4.8,2.0,263400,16106,1523,114
89044,2016,18587,886,53.2,3.5,9016,201,8081,271,,,74608,5011,7.1,2.3,4.0,1.3,284500,11595,1578,81
89044,2017,19525,846,51.8,3.3,9492,232,8294,298,41.4,2.9,78896,6003,4.3,1.8,4.2,1.4,321400,12494,1662,67
89044,2018,20406,962,52.2,3.4,9973,277,8819,298,43.3,3.2,82144,6847,4.0,1.5,4.4,1.6,348200,9064,1677,60
89044,2019,22558,900,49.9,3.1,10397,298,9345,330,45.7,2.8,89012,5308,3.7,1.3,4.3,1.3,362000,8555,1736,61
89044,2020,24386,1856,47.9,4.2,10725,586,9846,586,49.1,3.9,97917,14562,2.6,1.0,4.9,1.7,380700,10544,1788,132
89044,2021,25614,1906,46.8,3.9,11146,514,10165,604,48.2,3.1,99987,11691,3.4,1.3,5.7,2.1,410600,18328,1768,76
89044,2022,27152,1841,46.5,2.8,11889,534,11170,599,49.2,3.5,107255,10479,3.6,1.3,6.2,2.3,483400,14216,1890,110
89044,2023,28319,1475,46.6,2.3,12494,497,11710,508,51.1,3.2,106875,12941,3.4,1.1,6.9,2.7,536800,26546,2098,96
89044,2024,30818,1796,46.2,1.8,13740,522,12834,552,50.7,3.2,108155,11093,3.8,1.4,7.9,2.6,570700,22186,2201,124
89045,2011,1864,421,28.3,3.5,696,105,618,108,,,76750,28820,,,4.1,4.0,71000,28866,728,240
89045,2012,1830,429,28.8,8.4,741,106,654,116,,,82938,22863,,,4.7,3.9,71200,17678,636,270
89045,2013,1831,404,33.3,10.1,738,111,650,115,,,92813,25476,,,3.5,2.5,75300,9116,624,194
89045,2014,1856,389,34.5,8.0,765,112,677,116,,,99896,21130,,,1.9,1.6,78200,14771,817,363
89045,2015,1734,296,42.8,7.2,810,106,703,117,,,97813,13544,4.8,3.8,2.3,1.9,79900,9647,852,238
89045,2016,1736,322,42.2,3.9,843,88,700,93,,,97368,11896,6.2,4.0,1.6,1.4,75300,13199,823,254
89045,2017,1750,302,43.6,3.1,933,111,779,113,13.3,6.0,93125,10636,2.0,1.9,1.4,1.7,84600,15559,942,307
89045,2018,2051,342,42.3,3.2,1053,126,890,141,14.9,7.3,88400,34427,1.1,1.7,0.9,1.2,67800,17491,894,84
