zcta,year,population_est,population_moe,median_age_est,median_age_moe,housing_units_est,housing_units_moe,households_est,households_moe,bachelors_or_higher_pct,bachelors_or_higher_pct_moe,median_household_income_est,median_household_income_moe,unemployment_rate_pct,unemployment_rate_pct_moe,below_poverty_pct,below_poverty_pct_moe,median_home_value_est,median_home_value_moe,median_gross_rent_est,median_gross_rent_moe
89047,2015,61,29,59.5,6.5,117,31,35,20,,,68625,17311,0.0,44.9,0.0,39.4,55000,15467,,
89047,2016,66,33,51.7,8.8,135,36,52,29,,,61500,26400,0.0,40.4,0.0,37.9,46200,2983,448,137
89047,2017,65,34,58.6,1.8,120,32,46,27,12.3,14.3,,,0.0,44.4,0.0,38.2,43800,6851,554,249
89047,2018,115,52,55.3,7.5,135,30,74,29,5.2,6.9,58750,10871,4.2,7.7,0.0,25.8,37500,8520,560,200
89047,2019,142,57,51.6,7.0,137,36,87,35,2.9,4.0,60865,13468,3.9,5.7,7.7,11.2,36800,7361,558,257
89047,2020,216,149,54.1,7.8,126,42,82,38,8.4,7.6,66000,27213,1.8,3.2,3.2,6.2,35600,8488,420,371
89047,2021,195,135,54.2,6.3,93,31,59,29,9.3,6.8,75250,32523,2.1,3.6,3.6,6.6,34100,4443,,
89047,2022,213,152,51.9,17.2,94,40,73,39,7.6,8.4,80208,31350,3.2,5.9,4.2,7.7,38900,9451,,
89047,2023,226,150,36.2,5.8,82,39,69,40,12.8,13.4,104821,93277,0.0,25.5,4.0,8.2,0,,,
89047,2024,222,155,33.5,3.1,89,54,75,50,14.8,16.0,,,0.0,26.0,0.0,18.2,,,,
89048,2011,20498,989,51.2,1.8,10326,381,8566,424,,,37303,3987,,,20.6,4.5,154200,10576,895,53
89048,2012,20668,1075,52.1,2.7,10510,365,8755,457,,,36041,2386,,,21.3,3.3,135900,7223,990,105
89048,2013,20380,1135,53.3,2.8,10468,460,8631,452,,,37996,2493,,,18.8,3.3,124500,10590,909,92
89048,2014,20258,1020,53.2,2.4,10481,355,8561,442,,,39099,2650,,,20.5,3.6,113200,13755,861,90
89048,2015,19996,1016,52.0,2.3,10086,306,8239,396,,,39107,2065,17.6,4.2,22.0,3.6,109800,10796,795,63
89048,2016,21034,1120,52.4,1.6,10065,336,8524,413,,,40559,2767,18.2,4.2,20.6,4.2,117300,14541,797,33
89048,2017,21193,937,52.5,2.0,10279,359,8789,384,11.6,2.4,41726,3309,13.8,3.3,19.2,4.0,138500,15439,822,39
89048,2018,21408,1188,52.4,1.9,10065,347,8869,393,12.0,2.3,43164,4360,11.0,3.3,16.9,4.2,157600,8503,844,48
89048,2019,21784,1144,51.8,2.0,10026,417,8961,477,9.9,1.9,43720,2441,11.8,3.1,16.7,3.3,173600,9492,884,42
89048,2020,22242,1288,52.0,2.5,9966,483,8973,503,11.9,2.2,45238,4226,11.7,3.4,16.2,3.3,188400,11548,925,53
89048,2021,24277,1280,51.4,2.7,11113,480,9938,531,13.0,2.3,49137,5666,11.1,3.7,15.7,3.3,228500,18728,1051,80
89048,2022,25091,1306,50.7,3.1,11325,534,10189,676,12.3,2.5,52690,4304,11.0,3.1,16.1,3.2,261600,16586,1105,54
89048,2023,25473,1363,50.8,2.6,11571,535,10225,556,12.6,2.5,55747,5743,10.4,3.3,17.1,3.3,292400,14661,1162,112
89048,2024,26486,1203,51.5,3.0,11750,507,10782,536,13.9,2.1,61367,9337,9.0,2.6,14.6,2.9,304900,16194,1320,72
89049,2011,3359,598,44.4,7.1,1830,159,1395,195,,,45136,9434,,,13.5,7.6,86100,9144,544,177
89049,2012,3212,524,40.5,9.8,1730,126,1283,167,,,44964,12066,,,13.1,5.6,83600,8441,589,409
89049,2013,3392,495,44.2,11.7,1775,103,1379,162,,,40896,13807,,,20.4,6.7,79700,7025,570,124
89049,2014,3155,464,38.6,5.5,1776,100,1236,151,,,41758,22006,,,18.5,7.9,81900,9820,487,72
89049,2015,2870,416,38.9,8.8,1799,120,1188,157,,,39234,5802,10.4,6.6,18.8,8.3,85100,23501,500,71
89049,2016,2768,454,37.5,10.3,1843,107,1207,176,,,38398,6544,13.5,6.7,15.1,7.8,85900,33633,558,139
89049,2017,2755,440,41.6,8.7,1975,114,1332,195,10.3,6.8,37609,5647,12.7,7.9,13.4,8.9,68400,26458,588,85
89049,2018,2554,473,41.2,8.2,1848,116,1279,202,8.4,6.0,36599,6512,13.9,8.1,12.0,8.2,67400,31969,625,171
89049,2019,2286,402,46.1,8.2,1699,170,1240,203,5.0,3.9,34537,9254,12.0,9.6,16.9,8.9,107600,51155,665,94
89049,2020,2449,497,50.8,12.8,1773,298,1363,306,10.1,6.3,31223,1777,8.3,7.2,17.2,8.4,93900,49522,714,30
89049,2021,2496,688,53.7,8.9,1741,250,1286,287,13.6,7.1,32645,7135,2.9,4.6,21.0,9.8,156200,24385,725,19
89049,2022,2334,644,52.7,8.1,1582,263,1203,312,14.3,7.6,35140,7851,2.7,4.5,24.1,13.0,167300,36299,775,23
89049,2023,2711,657,53.6,12.9,1601,262,1308,266,13.3,6.8,36570,4611,0.0,4.7,21.6,10.8,182300,36907,875,281
89049,2024,2723,646,53.2,10.1,1507,249,1215,249,17.8,7.2,45260,23749,0.0,4.2,7.8,5.6,146700,14462,861,27
89052,2011,48182,1596,41.6,1.4,22328,423,19079,451,,,80629,4539,,,6.1,1.5,387000,10379,1342,53
89052,2012,48587,1488,41.6,1.2,22064,408,19127,449,,,77965,5025,,,6.8,1.5,339400,12195,1300,58
89052,2013,50246,1765,41.9,1.4,22686,431,20001,503,,,75555,3105,,,7.3,1.6,303900,13087,1296,79
89052,2014,51378,1432,41.9,1.0,22676,452,20080,517,,,75307,3516,,,8.0,1.7,304100,13568,1361,64
89052,2015,51903,1326,42.5,1.2,22910,372,20403,385,,,73476,3449,6.9,1.4,8.2,1.7,326200,9923,1362,51
89052,2016,51208,1436,44.0,1.2,23275,331,20307,489,,,76763,3033,5.5,1.1,7.2,1.2,337700,9394,1387,42
89052,2017,53535,1552,44.1,1.1,24161,400,21160,501,41.5,2.0,79026,3117,4.9,1.0,6.4,1.3,357500,6729,1402,37
89052,2018,54586,1760,44.3,1.0,24320,425,21558,504,41.8,2.2,80984,3987,5.1,0.9,5.8,1.1,382100,7125,1419,35
89052,2019,55096,1982,44.9,0.8,24581,378,21981,503,42.9,2.2,85021,4981,4.9,1.0,5.4,1.0,410500,9574,1465,42
89052,2020,56242,2668,45.3,1.3,24374,860,22433,910,43.4,2.2,86589,4898,7.0,1.5,5.7,1.3,423900,10740,1493,55
89052,2021,57966,2879,44.6,1.4,25138,1001,23531,1096,44.9,2.1,90064,5765,6.1,1.3,6.0,1.2,444500,9794,1647,57
89052,2022,59075,2729,45.6,1.7,25615,1059,23914,1032,45.0,2.3,96944,5330,6.6,1.6,7.0,1.3,528000,18203,1809,42
89052,2023,59542,2875,46.7,1.7,26456,1026,24699,1125,46.9,2.1,98462,5101,5.8,1.5,7.5,1.2,595500,13363,1938,63
89052,2024,60888,2414,46.5,1.4,27010,943,25431,1006,47.0,2.5,97999,6861,6.2,1.5,8.9,1.9,622600,12633,1961,70
89054,2011,125,156,33.8,39.2,45,51,45,51,,,50846,47269,,,0.0,28.1,266900,310250,,
89054,2012,150,170,39.2,33.5,55,54,55,54,,,53090,37732,,,0.0,23.1,261800,306114,,
89054,2013,179,150,39.1,12.9,69,45,69,45,,,52536,23323,,,0.0,19.9,250700,263876,,
89054,2014,67,56,45.0,11.0,34,28,34,28,,,44028,2194,,,0.0,38.9,126400,134313,,
89054,2015,72,72,42.5,8.1,36,35,36,35,,,43864,18617,9.4,28.4,0.0,36.1,129500,82743,,
89054,2016,48,49,45.1,20.6,25,25,25,25,,,43438,26035,18.6,33.8,0.0,44.4,89400,82316,,
89054,2017,41,35,45.7,44.8,55,43,28,20,0.0,58.2,,,27.3,62.3,0.0,48.1,136400,58742,,
89054,2018,40,33,70.9,6.2,59,44,29,23,0.0,48.7,,,100.0,97.3,0.0,48.7,,,,
89054,2019,57,41,76.8,2.9,63,50,30,24,0.0,42.2,83750,70937,,,0.0,42.2,170800,160060,,
89054,2020,52,41,76.6,2.8,60,48,29,24,0.0,45.6,86146,77633,,,0.0,45.6,171300,158759,,
89054,2021,338,416,11.0,49.0,120,59,94,69,0.0,21.0,,,0.0,77.5,80.5,47.7,,,,
89054,2022,311,352,29.3,44.1,90,62,90,62,0.0,21.9,,,0.0,63.0,74.0,51.1,,,,
89054,2023,367,444,29.2,40.1,105,87,105,87,0.0,20.6,0,,0.0,57.4,77.7,47.3,0,,,
89054,2024,368,479,11.0,42.6,99,89,99,89,0.0,21.8,,,0.0,53.8,84.0,43.7,,,,
89060,2011,10691,1079,49.4,2.2,5252,362,4653,396,,,39211,3144,,,24.1,7.0,141200,25799,938,45
89060,2012,10623,849,50.0,2.6,5211,329,4577,333,,,39642,4090,,,22.4,6.5,118500,16277,886,114
89060,2013,10281,957,49.9,2.2,4995,338,4354,357,,,38217,5316,,,22.1,5.8,107400,12998,836,140
89060,2014,9831,886,49.9,2.6,4820,292,4076,353,,,40726,3291,,,21.3,5.9,95400,9180,778,198
89060,2015,9587,836,52.6,2.8,4897,275,4011,268,,,40700,3599,15.8,5.2,19.9,5.4,105200,10829,748,123
89060,2016,9411,1042,53.0,3.5,4815,321,3772,337,,,36617,6783,14.4,4.5,21.2,6.1,104800,9909,784,148
89060,2017,9373,838,55.5,2.9,4857,268,3874,279,8.4,2.7,38370,7292,13.3,5.6,22.5,6.6,118200,9205,744,106
89060,2018,9042,879,57.4,1.4,4831,282,3925,317,7.2,2.4,38891,8336,12.0,4.8,23.2,5.2,115900,9547,762,106
89060,2019,9473,935,57.0,3.2,4950,294,4215,359,8.8,2.5,45924,5382,12.3,5.3,21.1,5.7,132600,18913,852,119
89060,2020,10692,960,54.0,4.1,5077,321,4348,344,11.0,3.3,45833,11604,8.1,4.0,20.4,5.0,153300,14737,777,48
89060,2021,11556,1060,53.8,4.1,5432,407,4883,443,10.7,2.6,51268,9640,11.1,4.2,17.6,5.0,166100,16474,795,97
89060,2022,12198,1103,53.0,4.1,5641,447,5129,452,12.5,3.7,48076,10103,7.7,3.8,18.9,4.1,208800,19486,902,146
89060,2023,12783,1225,52.1,2.2,5722,471,5163,473,11.1,2.9,49008,8698,9.2,3.1,18.5,5.1,232700,20482,919,109
89060,2024,12864,1060,51.5,3.3,5572,416,4866,453,11.3,3.2,50000,7483,8.6,3.8,19.7,4.3,261100,23521,989,125
89061,2011,4658,708,45.9,3.7,2250,221,1870,245,,,44722,9913,,,17.0,7.8,162700,11688,1340,218
89061,2012,4552,743,45.2,3.1,2183,239,1782,254,,,51423,11900,,,14.0,7.9,151300,11637,1299,130
89061,2013,4669,653,49.3,4.9,2314,241,1919,256,,,51513,8432,,,11.4,5.9,151700,11490,1159,112
89061,2014,4938,612,53.8,3.1,2493,223,2123,235,,,55096,9069,,,8.1,4.2,138200,14056,1137,166
89061,2015,5337,668,55.5,3.9,2640,216,2214,247,,,54708,6300,6.8,5.5,5.6,3.3,137400,16835,1089,143
89061,2016,5485,635,56.7,4.0,2547,194,2245,215,,,57480,8093,4.9,4.7,6.1,3.6,150000,15876,1081,123
89061,2017,5360,584,59.4,3.5,2712,213,2332,231,17.8,4.8,54375,7214,2.2,2.4,5.6,2.9,169300,16809,1028,255
89061,2018,5828,661,60.7,4.1,2954,234,2587,262,16.6,4.3,54710,3743,1.8,2.1,6.3,3.3,196200,33236,1068,284
89061,2019,6160,831,60.6,3.6,3027,264,2666,276,16.2,4.5,57189,4456,2.5,2.4,8.9,3.9,222000,16500,1111,247
89061,2020,5537,701,62.9,2.6,2952,303,2527,275,16.4,5.3,56865,4282,5.7,5.2,9.2,3.9,221600,16681,1180,179
89061,2021,6771,834,60.0,3.9,3672,382,3087,319,15.3,4.6,60848,4762,7.9,6.5,6.1,3.0,259800,26815,1388,128
89061,2022,7529,880,59.4,3.4,3813,356,3326,382,14.3,4.4,64420,5809,11.9,8.7,6.5,2.8,286400,22422,1470,210
89061,2023,7835,967,58.8,3.4,3909,328,3400,339,14.3,4.3,69609,10478,11.9,7.5,4.6,2.6,328400,12930,1710,76
89061,2024,8141,1001,57.2,2.2,4034,341,3502,347,14.9,3.7,77991,17242,7.6,5.8,3.2,1.7,351900,10862,1821,131
89070,2021,5525,806,35.9,1.4,0,19,0,19,4.1,1.4,,,,,,,,,,
89070,2022,5032,172,35.9,1.3,0,19,0,19,3.6,1.5,,,,,,,,,,
89070,2023,5148,146,36.2,1.3,0,20,0,20,3.5,1.5,0,,0.0,,0.0,,0,,,
89070,2024,5187,151,37.3,1.5,0,20,0,20,2.9,1.3,,,,,,,,,,
89074,2011,46392,1392,41.6,1.1,20436,381,18258,452,,,69882,2143,,,6.2,1.4,262200,10745,1287,56
89074,2012,47794,1565,41.6,1.1,20335,312,18245,423,,,69817,2892,,,7.0,1.4,224200,7271,1261,49
89074,2013,47870,1593,41.6,1.0,20329,335,18271,472,,,68383,4073,,,6.6,1.5,200100,6973,1254,45
89074,2014,49123,1371,41.0,0.8,20485,293,18435,354,,,67442,2754,,,7.6,1.5,192600,7182,1230,46
89074,2015,49105,1360,41.1,0.9,20760,319,18633,439,,,68427,2960,8.4,1.4,8.4,1.4,201200,7994,1219,36
89074,2016,49133,1411,41.3,1.0,21211,255,18994,401,,,68249,1891,7.5,1.3,7.2,1.4,218900,8011,1230,40
89074,2017,49107,1337,41.4,1.1,21828,331,19453,450,33.7,2.2,68479,2779,5.9,1.0,8.3,1.5,250900,9131,1262,41
89074,2018,49397,1437,41.7,1.5,22198,318,19940,483,34.0,1.8,71805,2330,4.3,0.8,7.5,1.4,283500,6591,1272,53
89074,2019,50353,1324,41.7,1.2,22513,321,20167,496,34.6,2.0,76422,2351,4.1,0.7,6.2,1.0,297500,6286,1334,35
89074,2020,51254,2454,41.3,1.6,22197,792,20356,866,34.9,2.2,77935,3887,4.8,1.1,6.6,1.7,326600,7498,1410,44
89074,2021,51609,2389,40.7,1.3,21989,696,20496,734,33.9,2.3,81799,3573,6.1,1.2,6.9,1.3,354400,9087,1467,42
89074,2022,52135,2347,40.8,1.3,22220,705,20751,757,34.9,2.5,86015,5288,7.0,1.3,7.7,1.2,401700,12710,1681,33
89074,2023,51843,2216,40.6,1.4,22310,647,20614,750,36.5,2.5,85995,3899,7.2,1.1,7.5,1.2,436400,11216,1782,33
89074,2024,52388,2259,40.5,1.6,22525,673,21012,749,36.9,2.5,87407,4980,6.7,1.2,8.4,1.5,460100,13316,1883,46
89081,2011,27393,1466,30.4,1.1,9939,280,8527,321,,,66938,6831,,,8.3,3.4,220900,11884,1286,89
89081,2012,30045,1505,29.6,1.1,10574,327,9088,328,,,63579,3074,,,8.5,2.9,177300,8763,1293,87
89081,2013,32798,1871,28.6,1.3,10983,337,9597,404,,,57416,6215,,,11.3,3.6,162000,4958,1215,44
89081,2014,33917,1846,28.2,1.7,11106,298,9707,373,,,56629,3651,,,14.7,4.2,157900,5865,1259,47
89081,2015,33498,1664,28.1,1.6,11147,294,9819,425,,,55064,4132,10.5,2.8,14.1,3.8,167000,4996,1208,54
89081,2016,34495,1784,27.9,1.4,11433,201,10035,325,,,57842,4581,10.1,2.3,14.4,3.5,170200,4520,1231,53
89081,2017,35467,1498,28.9,1.0,11539,250,10344,318,19.1,2.2,61116,4258,9.4,2.0,15.3,2.9,199000,10467,1272,45
89081,2018,36060,1409,29.9,1.1,11977,280,10845,384,19.9,2.9,65322,3336,8.8,1.8,14.4,2.9,223500,7082,1325,44
89081,2019,37480,1632,30.0,1.4,12085,249,11092,351,19.9,2.4,68787,3499,7.4,1.7,14.2,3.1,244000,7703,1385,40
89081,2020,37599,2277,30.9,1.0,12444,657,11635,691,19.1,2.2,71206,5272,8.6,2.0,11.1,3.2,272500,6716,1413,44
89081,2021,39820,2105,31.7,1.3,13236,721,12436,733,18.3,2.6,74297,4867,8.2,2.1,9.9,2.7,289400,7311,1509,70
89081,2022,39702,2284,34.2,1.7,13606,656,12672,765,18.6,2.7,87378,7883,8.1,2.0,8.8,2.4,353400,9210,1725,40
89081,2023,41055,2258,34.1,1.6,14166,683,13186,749,19.5,2.5,88393,7081,6.9,1.9,10.5,2.6,385400,11667,1830,43
89081,2024,41408,2226,34.1,1.4,14230,684,13323,742,19.2,2.6,91733,5781,8.3,1.9,9.8,2.3,420500,9592,1970,82
89084,2011,19555,1216,34.9,1.0,8888,297,7332,415,,,75482,5183,,,4.5,1.8,251500,17286,1316,53
89084,2012,20379,1146,35.6,1.6,9141,269,7715,358,,,76189,3259,,,4.9,1.7,210300,13410,1304,84
89084,2013,20612,1244,37.2,2.4,9340,279,7876,401,,,73551,11862,,,6.7,2.9,185400,9742,1227,105
89084,2014,22405,1287,37.1,2.4,9725,268,8343,313,,,70529,10046,,,6.6,2.0,185300,9443,1232,79
89084,2015,23100,1235,36.3,2.3,9583,326,8398,391,,,75326,9623,7.0,2.0,6.5,2.0,198100,10421,1206,57
89084,2016,24583,1324,35.9,1.9,9679,289,8768,309,,,72989,5114,6.7,1.8,7.3,2.3,225100,10864,1272,64
89084,2017,25307,1214,35.5,1.1,9660,275,8794,306,30.2,2.8,71924,4127,6.0,1.7,7.0,2.3,252700,8193,1275,68
89084,2018,27218,1017,36.0,1.7,10275,251,9330,289,30.8,2.8,75571,3802,5.0,1.6,8.0,2.2,280000,8024,1298,56
89084,2019,27773,1061,36.3,1.5,10418,302,9362,300,28.4,2.5,80921,6544,4.1,1.1,6.4,1.9,308700,9373,1369,66
89084,2020,29244,2419,35.5,2.2,10323,477,9386,465,29.4,2.8,79766,6550,5.6,2.1,6.9,2.8,323600,8441,1504,86
89084,2021,32143,2118,34.5,2.1,11064,488,10271,502,29.6,3.5,86311,5783,5.6,1.9,6.8,2.7,349300,6766,1614,78
89084,2022,34278,2107,34.5,2.3,12071,568,11293,509,29.3,2.5,93575,5144,5.7,1.8,7.0,2.2,415400,10010,1760,80
89084,2023,37097,2292,34.9,2.1,13211,537,12508,504,28.9,2.8,93673,6677,5.4,1.6,7.0,2.1,434800,8546,1841,97
89084,2024,39759,2318,36.2,1.7,14401,600,13771,547,31.5,2.4,96988,6756,4.9,1.8,7.3,2.3,454400,7655,1939,123
89085,2011,3936,772,30.2,5.4,1154,184,1076,186,,,81518,14779,,,3.2,3.3,283500,28224,1388,183
89085,2012,3950,679,29.2,6.0,1287,176,1150,173,,,74863,12985,,,4.7,4.4,244600,21294,1496,213
89085,2013,4191,767,27.9,5.1,1238,202,1136,201,,,81319,10202,,,4.6,4.9,236900,17512,2001,
89085,2014,3998,783,28.4,7.9,1193,180,1106,186,,,82961,13826,,,2.6,3.3,234700,14583,2001,
89085,2015,4067,835,33.8,10.0,1281,198,1196,191,,,86167,17832,4.9,5.2,2.8,3.8,244000,17787,1927,513
89085,2016,4369,862,35.2,3.6,1322,179,1236,188,,,93140,8815,6.9,5.8,3.2,4.2,244200,18710,1852,304
89085,2017,4679,858,34.5,4.2,1354,172,1307,173,32.3,7.1,106295,19338,3.0,2.7,0.7,1.1,277200,25090,2144,158
89085,2018,3848,635,36.5,2.7,1168,148,1113,130,30.0,6.3,121609,8696,3.7,2.9,1.5,1.7,298500,23086,2004,279
89085,2019,4156,688,37.4,3.2,1318,206,1249,183,28.7,5.8,120194,18290,3.0,2.9,1.9,2.0,328800,13071,1873,127
89085,2020,4073,555,36.3,4.0,1489,215,1414,262,37.2,8.5,98713,12172,10.0,7.8,7.7,8.0,342200,8865,1862,116
89085,2021,3869,509,36.6,4.6,1431,214,1375,239,35.3,10.1,110863,14498,6.7,8.5,8.8,8.1,345600,10056,2060,304
89085,2022,4470,635,35.8,3.9,1556,216,1510,222,37.3,9.5,111577,12383,13.1,7.5,8.3,6.9,430800,18776,2260,249
89085,2023,4618,669,39.1,7.2,1575,231,1534,234,36.8,8.2,110577,12306,12.5,8.1,9.3,7.6,459500,17079,2286,544
89085,2024,4934,812,35.5,5.7,1608,247,1580,255,37.2,8.1,111453,10282,11.0,7.3,8.0,7.3,473900,25341,2411,762
89086,2011,3944,450,26.3,3.6,1517,77,1250,144,,,53149,11485,,,16.0,8.3,257900,37255,1018,123
89086,2012,4784,531,27.0,3.0,1758,79,1556,149,,,53068,9348,,,9.4,7.0,225400,43096,1020,94
89086,2013,4551,498,27.7,2.1,1837,81,1712,125,,,51736,14347,,,10.5,7.3,182400,16895,979,31
89086,2014,4998,524,28.6,3.1,2066,75,1900,128,,,51618,15439,,,15.3,8.1,181900,19314,1033,65
89086,2015,5640,590,26.5,2.4,2052,83,1945,109,,,56611,7384,10.8,6.2,12.3,6.4,201300,27704,1054,75
89086,2016,5787,476,26.4,1.7,2055,65,1926,97,,,53261,10668,10.1,5.0,12.1,5.8,217400,27515,1002,58
89086,2017,6003,500,26.4,1.6,2007,57,1862,96,23.8,5.3,57340,8717,9.6,5.3,21.3,8.2,251600,18457,1114,59
89086,2018,6060,628,26.0,1.8,1999,58,1835,114,22.6,4.8,58577,4990,6.6,3.6,20.4,7.6,264500,8442,1195,98
89086,2019,6404,613,26.3,1.9,2014,63,1927,94,24.1,5.3,61741,5805,7.5,3.1,19.9,8.6,279900,9068,1269,78
89086,2020,6170,790,30.7,4.9,2357,292,2181,274,23.8,7.0,49046,9924,9.7,4.8,18.9,7.0,287800,13900,1286,75
89086,2021,6499,841,30.4,5.2,2583,298,2437,283,24.2,6.4,52103,13666,13.1,4.9,20.9,8.8,299000,19207,1368,60
89086,2022,7142,813,31.8,5.4,3069,309,2768,301,22.4,5.9,56927,12835,12.8,5.1,10.8,4.9,370600,21746,1487,96
89086,2023,8714,916,31.6,3.7,3495,335,3165,335,23.5,5.1,74478,7931,9.7,3.9,11.9,4.9,407800,26033,1684,67
89086,2024,10455,928,31.1,2.3,4184,357,3750,368,26.6,5.3,79222,5671,9.2,3.7,9.0,4.2,438800,18579,1802,61
89101,2011,45812,1828,32.1,1.3,19140,348,14914,503,,,25839,1143,,,34.0,3.2,111900,13786,702,18
89101,2012,45219,1594,32.5,1.2,18895,304,14342,446,,,24538,2074,,,36.0,2.9,90900,9330,689,16
89101,2013,44213,1856,33.4,1.1,18751,295,14189,406,,,22401,1556,,,37.5,2.6,72100,5492,671,15
89101,2014,43261,1740,33.1,1.1,18479,261,13840,457,,,22309,929,,,35.8,2.5,71500,5696,663,13
89101,2015,40708,1628,33.4,1.0,18318,256,13617,442,,,22392,1064,16.7,2.1,36.2,2.9,76700,4741,655,12
89101,2016,40673,1169,34.6,0.9,18132,230,13827,309,,,23522,1142,14.6,1.7,34.4,2.8,82200,5853,661,18
89101,2017,41265,1238,34.6,1.0,18111,210,14219,303,7.2,0.9,24023,867,12.5,1.8,32.1,2.3,95300,6222,692,11
89101,2018,41600,1242,34.3,1.0,18259,214,14622,319,8.0,0.9,25245,1107,10.3,1.3,32.6,2.2,115300,8763,721,11
89101,2019,42592,1455,34.3,1.0,18441,302,15138,415,8.2,0.9,25310,1229,9.1,1.2,34.2,2.2,142700,12186,737,11
89101,2020,43536,1889,35.0,1.1,18145,603,15693,604,9.3,1.1,28080,2454,8.7,1.6,31.8,2.7,166200,12707,757,16
89101,2021,43572,1654,35.0,1.1,17997,567,15669,575,10.0,1.2,31175,2638,9.7,1.7,31.2,2.3,195600,13035,820,19
89101,2022,44134,1556,34.9,1.1,18157,589,15867,539,10.1,1.1,35029,2070,10.1,1.9,30.5,2.2,235000,9851,902,20
89101,2023,44199,1790,35.6,1.2,18258,603,16002,635,10.5,1.3,38653,2714,9.9,1.7,27.6,2.3,258100,12250,1008,29
89101,2024,42739,1613,36.3,1.5,18050,599,15741,669,11.1,1.3,39459,3164,10.6,1.7,26.6,2.2,283800,20069,1083,29
89102,2011,39054,2183,33.0,1.0,16691,206,14051,382,,,36983,4522,,,24.1,3.0,197600,15655,840,16
89102,2012,38143,2010,33.5,1.1,16706,212,13798,387,,,34411,2936,,,26.0,3.2,159500,7504,826,17
89102,2013,37661,1507,33.7,1.2,16703,196,13532,365,,,32562,1650,,,29.3,3.4,149600,10349,810,22
89102,2014,37483,1641,33.7,1.1,16722,194,13620,432,,,32884,1937,,,28.6,3.5,143600,18935,782,14
89102,2015,37433,1710,33.5,1.0,16725,217,13739,374,,,31906,1478,15.1,1.9,29.0,2.6,155400,11616,772,17
89102,2016,37272,1443,34.0,1.2,16593,210,14020,386,,,32293,1556,11.1,1.7,29.5,2.7,160000,8649,774,14
89102,2017,38831,1503,35.3,1.3,16601,195,14517,354,15.6,1.8,33681,2149,9.9,1.6,30.2,3.3,172800,7758,794,15
89102,2018,38637,1623,35.6,1.4,16574,193,14711,329,16.3,1.7,35627,2034,8.4,1.4,28.4,3.0,190000,11406,837,16
89102,2019,39449,1505,35.7,1.4,16754,230,14952,305,17.2,1.8,36729,2054,8.1,1.7,30.5,3.1,203900,16091,890,22
89102,2020,39283,2007,36.2,1.7,17123,649,15576,626,17.8,2.0,38122,1815,7.3,1.4,26.7,2.7,250500,19830,916,22
89102,2021,37633,2035,36.6,1.2,16967,748,15234,734,19.0,2.0,40565,2565,9.1,1.5,25.6,2.4,284400,21086,1004,31
89102,2022,37342,2123,36.3,1.3,17039,765,15280,819,19.1,2.5,45724,2398,7.8,1.5,24.7,2.6,343600,16447,1115,28
89102,2023,37540,2222,36.2,1.4,16964,732,15230,727,18.2,2.4,48518,3660,7.6,1.4,24.1,3.2,363200,12608,1206,39
89102,2024,36825,2012,36.5,1.5,16796,789,14968,732,17.3,2.3,49843,3148,9.2,2.1,22.1,3.0,376300,19256,1284,49
89103,2011,48598,1719,37.5,1.2,25912,389,21201,555,,,40047,2815,,,15.9,2.3,143700,8424,915,18
89103,2012,50057,1810,37.8,1.4,26190,421,21210,513,,,37392,3011,,,17.1,2.1,120300,7087,898,16
89103,2013,49537,1606,37.1,1.3,26196,382,21092,578,,,37223,3592,,,17.5,2.3,103600,5712,891,15
89103,2014,49312,1782,38.1,1.1,26596,318,21163,510,,,35676,1943,,,18.5,2.1,100400,5873,861,12
89103,2015,49678,1779,38.6,1.3,26786,340,21368,429,,,35387,1989,12.3,1.9,19.4,2.4,101700,6746,859,11
89103,2016,50979,1898,38.3,1.0,26843,309,21336,543,,,36706,1716,10.0,1.3,18.3,2.0,110300,6233,870,13
89103,2017,51928,1691,38.2,1.2,27146,302,21483,476,16.6,1.3,39770,1906,8.2,1.0,16.4,1.9,125300,11202,901,14
89103,2018,52149,1553,37.9,1.1,26955,337,21695,482,16.5,1.4,40261,1615,6.6,1.1,15.9,1.9,140500,10327,940,9
89103,2019,53732,1623,36.6,0.9,26921,340,21888,475,17.8,1.6,42537,1766,6.0,1.0,15.6,2.2,164400,9312,977,14
89103,2020,54406,2532,38.3,1.5,27245,819,22864,818,17.9,1.8,42833,1729,6.6,1.6,15.6,2.9,179300,17888,1017,23
89103,2021,51966,2622,38.5,1.4,26423,755,22333,807,18.9,1.8,43401,2267,8.1,1.6,17.8,3.0,203100,16866,1088,14
89103,2022,51343,2612,38.7,1.4,25979,840,22318,883,19.3,1.7,46139,2189,7.8,1.6,19.2,2.7,248500,19745,1196,19
89103,2023,49546,2743,39.7,1.9,25470,811,21831,897,20.2,1.7,48311,2293,8.5,1.4,19.5,3.3,273800,14934,1300,25
89103,2024,49041,2907,40.5,1.8,25427,812,21880,929,20.5,1.9,48901,2437,10.0,1.7,19.5,2.9,295400,20065,1406,28
89104,2011,38730,1796,37.3,1.8,17152,395,14441,457,,,36475,2888,,,19.5,3.3,121500,10110,816,35
89104,2012,39608,2125,37.3,1.9,17004,457,14174,561,,,35570,2290,,,23.6,3.1,100300,8845,822,36
89104,2013,38711,1424,37.6,1.7,16594,285,13815,384,,,34184,3377,,,25.8,3.4,90300,6755,808,31
